,Plot,perc.canopy.open,log.light,sla,mean.thick,ssl,lar1,lmf,smf,rmf,sp,Indiv,rgr.h,lma,new.rgr.h,Comp.1,Comp.2,Comp.3,log.mean.thick,log.ssl,log.lar1,log.lmf,log.smf,log.rmf,log.lma,scale.log.lma,log.rgr
11,102,1.9,-0.495152872,298.2037037,0.17,15.41666667,40.74130297,0.136622391,0.481973435,0.381404175,DIOSXI,plant.11,0,0.003353412,1,3.525751882,-1.343681615,0.991795209,0.291366144,-1.073644424,-1.24940633,-1.687574649,1.045002162,0.7825519,-5.697776822,-0.603294076,-1.624656867
12,201,3.39,0.705458425,231.8677083,0.243666667,13.72807018,79.66007157,0.343558282,0.383435583,0.273006135,BACCRA,plant.12,0.09531018,0.004312804,1.09531018,1.390397835,1.059080034,-0.207165999,1.49138995,-1.211443514,0.082361642,0.259229939,0.346202229,-0.165826469,-5.446166986,0.288099221,-0.692139162
13,201,3.39,0.705458425,169.8188679,0.2375,5.314353499,34.71706847,0.204435873,0.406460945,0.389103182,DYSOHO,plant.13,0.130620182,0.005888627,1.130620182,1.390397835,1.059080034,-0.207165999,1.405943741,-2.338756426,-1.567212677,-0.836694161,0.524375696,0.839236191,-5.134732386,1.391436829,-0.367135003
14,201,3.39,0.705458425,252.4076923,0.19,32.05479452,30.01189024,0.118902439,0.385670732,0.495426829,LITSDI,plant.14,0.083381609,0.003961844,1.083381609,1.390397835,1.059080034,-0.207165999,0.662122799,-0.204136382,-1.856471773,-1.980856026,0.363960679,1.524428593,-5.531045607,-0.01260553,-0.804305691
15,201,3.39,0.705458425,253.075,0.231,111.4285714,32.65483871,0.129032258,0.451612903,0.419354839,PITTKE,plant.15,0,0.003951398,1,1.390397835,1.059080034,-0.207165999,1.313442899,1.275857891,-1.688841579,-1.808246952,0.846213426,1.051602126,-5.533685887,-0.021958884,-1.624656867
16,201,3.39,0.705458425,261.4,0.2295,118.3333333,42.38918919,0.162162162,0.486486486,0.351351351,PARACH,plant.16,0.122602322,0.003825555,1.122602322,1.390397835,1.059080034,-0.207165999,1.29172703,1.347273874,-1.170653413,-1.325767299,1.073477931,0.549764101,-5.566051801,-0.136623407,-0.440034166
17,201,3.39,0.705458425,284.8138889,0.158,29.53125,128.3668232,0.450704225,0.300469484,0.248826291,SAPRTE,plant.17,0.15415068,0.003511065,1.15415068,1.390397835,1.059080034,-0.207165999,0.047351811,-0.301537927,1.030002316,0.832322175,-0.398757388,-0.428867733,-5.651835946,-0.440535932,-0.156140987
18,201,3.39,0.705458425,226.6875,0.164333333,30.52631579,99.7425,0.44,0.2375,0.3225,SYZYLA,plant.18,0.175890666,0.004411359,1.175890666,1.390397835,1.059080034,-0.207165999,0.178359582,-0.262172247,0.528895484,0.781576382,-1.117298255,0.306735167,-5.423572417,0.368146198,0.035009123
19,202,3.92,1.006684843,282.5861111,0.152666667,16.26582278,60.70197993,0.214808788,0.454027665,0.331163548,PSEUIN,plant.19,0.053345981,0.003538744,1.053345981,3.781354497,0.607194268,0.101602321,-0.067110041,-1.009955162,-0.457459408,-0.732203051,0.862506506,0.381924683,-5.643983322,-0.41271659,-1.092299057
20,202,3.92,1.006684843,327.6283333,0.1905,14.74522293,81.00700549,0.247252747,0.431318681,0.321428571,CANATO,plant.20,0.110000895,0.003052239,1.110000895,3.781354497,0.607194268,0.101602321,0.670883315,-1.126539687,0.115663806,-0.435237071,0.705736314,0.297296374,-5.791879836,-0.936677999,-0.555666452
21,202,3.92,1.006684843,302.725641,0.140666667,17.00729927,54.09530355,0.178694158,0.470790378,0.350515464,SAPRTE,plant.21,0.139761942,0.003303321,1.139761942,3.781354497,0.607194268,0.101602321,-0.339992948,-0.957004709,-0.686321821,-1.120815258,0.973275777,0.543008198,-5.71282692,-0.656612626,-0.284645342
22,202,3.92,1.006684843,575.75,0.1505,22.53968254,16.85121951,0.029268293,0.307317073,0.663414634,PARACH,plant.22,0.133531393,0.001736865,1.133531393,3.781354497,0.607194268,0.101602321,-0.114756669,-0.622462998,-3.002821422,-4.940319776,-0.329909807,2.352588522,-6.355673539,-2.93406288,-0.340793853
23,202,3.92,1.006684843,236.4785714,0.120333333,3.642773208,58.92112156,0.24916051,0.50721961,0.243619879,PARACH,plant.23,0.063851472,0.004228713,1.063851472,3.781354497,0.607194268,0.101602321,-0.860423854,-2.787369535,-0.516600494,-0.419009983,1.200990659,-0.488844947,-5.465857597,0.218340243,-0.990644963
24,202,3.92,1.006684843,394.1857143,0.117333333,40.83333333,34.87266983,0.088467615,0.132701422,0.778830964,CHASCU,plant.24,0.087011377,0.002536875,1.087011377,3.781354497,0.607194268,0.101602321,-0.944580826,0.08338661,-1.558330656,-2.605064888,-2.895683826,2.807522156,-5.976822154,-1.591884335,-0.770044125
25,203,2.6,0.155272682,193.3075,0.298,12.03703704,51.63472454,0.267111853,0.360601002,0.372287145,AMOODU,plant.25,0.167054085,0.005173105,1.167054085,3.815319105,0.490136658,0.431584775,2.162372543,-1.367592395,-0.778783181,-0.272134062,0.158608257,0.713928632,-5.264282185,0.932473235,-0.042257261
26,203,2.6,0.155272682,290.86,0.111333333,38.97435897,71.37668712,0.245398773,0.484662577,0.26993865,PARACH,plant.26,0.101782694,0.00343808,1.101782694,3.815319105,0.490136658,0.431584775,-1.119550244,0.028038709,-0.135712434,-0.451127049,1.062001641,-0.197876005,-5.672842052,-0.514955951,-0.631787094
27,203,2.6,0.155272682,196.3794118,0.224,25.76923077,41.2154321,0.209876543,0.561728395,0.228395062,PITTKE,plant.27,0,0.005092183,1,3.815319105,0.490136658,0.431584775,1.210869448,-0.463404569,-1.226425817,-0.781243488,1.512858425,-0.6718813,-5.280048563,0.876616437,-1.624656867
28,204,2.44,0.023566173,131.5828358,0.132666667,11.48484848,47.5900135,0.361673414,0.222672065,0.415654521,MORIAN,plant.28,0.223143551,0.007599775,1.223143551,2.503477133,0.284605684,-0.430533493,-0.535173032,-1.423373744,-0.940796658,0.367713178,-1.314265728,1.026463537,-4.879636583,2.295179617,0.438574943
29,204,2.44,0.023566173,195.65,0.138,17.41463415,34.02608696,0.173913043,0.416666667,0.40942029,ARDIAF,plant.29,0,0.005111168,1,2.503477133,0.284605684,-0.430533493,-0.403791537,-0.928890196,-1.607142233,-1.178071396,0.600143123,0.983599984,-5.276327349,0.889800214,-1.624656867
30,204,2.44,0.023566173,291.084375,0.123666667,17.90243902,91.68011811,0.31496063,0.431102362,0.253937008,PARACH,plant.30,0.074107972,0.00343543,1.074107972,2.503477133,0.284605684,-0.430533493,-0.769342373,-0.896074396,0.361489876,0.075748227,0.704203608,-0.371201236,-5.673613174,-0.517687688,-0.892364007
31,204,2.44,0.023566173,272.3666667,0.154333333,217.5,153.20625,0.5625,0.25,0.1875,LINDME,plant.31,0.251314428,0.003671521,1.251314428,2.503477133,0.284605684,-0.430533493,-0.030916713,2.07031418,1.381339193,1.300119407,-0.960581903,-1.231488193,-5.607149198,-0.282222065,0.671816196
32,204,2.44,0.023566173,267.875,0.135,95,27.47435897,0.102564103,0.564102564,0.333333333,DERRTH,plant.32,0,0.003733084,1,2.503477133,0.284605684,-0.430533493,-0.477055456,1.08638662,-2.03192955,-2.292922322,1.525744564,0.400447867,-5.590520454,-0.223310649,-1.624656867
33,204,2.44,0.023566173,191.4027778,0.155666667,15.55084746,84.21722222,0.44,0.282222222,0.277777778,ARDIAF,plant.33,0.105360516,0.005224585,1.105360516,2.503477133,0.284605684,-0.430533493,-0.002242336,-1.063350507,0.192853295,0.781576382,-0.590176198,-0.1166805,-5.254379992,0.967554625,-0.598578161
34,204,2.44,0.023566173,247.0622807,0.156666667,10.07317073,105.94511,0.428819444,0.355902778,0.215277778,SAPRTE,plant.34,0.360002734,0.004047562,1.360002734,2.503477133,0.284605684,-0.430533493,0.019102716,-1.579164817,0.648718687,0.727236929,0.118539565,-0.839645004,-5.509640453,0.063227756,1.524995854
35,204,2.44,0.023566173,366.4,0.128,129.2857143,61.06666667,0.166666667,0.388888889,0.444444444,DERRTH,plant.35,0.051293294,0.002729258,1.051293294,2.503477133,0.284605684,-0.430533493,-0.654539344,1.452422087,-0.445562649,-1.267922839,0.389349269,1.216415899,-5.903725633,-1.332920122,-1.112279794
36,204,2.44,0.023566173,222.44,0.196666667,47.20930233,75.58640777,0.339805825,0.417475728,0.242718447,PARACH,plant.36,0.048790164,0.004495594,1.048790164,2.503477133,0.284605684,-0.430533493,0.777078132,0.25573533,-0.021895548,0.236043965,0.606069986,-0.499359367,-5.404657402,0.435157481,-1.136697979
37,301,2.54,0.10685771,166.1434783,0.373,19.61538462,38.72939189,0.233108108,0.439189189,0.327702703,CAPPFO,plant.37,0.113328685,0.006018894,1.113328685,0.162163168,1.816223701,-0.543238429,2.910664812,-0.787531371,-1.349992313,-0.559604668,0.760985466,0.352127225,-5.112851742,1.46895472,-0.525003165
38,301,2.54,0.10685771,347.1875,0.135,110,123.4444444,0.355555556,0.333333333,0.311111111,PSEUIN,plant.38,0.182321557,0.002880288,1.182321557,0.162163168,1.816223701,-0.543238429,-0.477055456,1.260530499,0.952342191,0.331696013,-0.081627155,0.204759702,-5.84986498,-1.142105325,0.090876163
39,301,2.54,0.10685771,343.94,0.1425,69.64285714,47.76944444,0.138888889,0.388888889,0.472222222,PARACH,plant.39,0.083381609,0.002907484,1.083381609,0.162163168,1.816223701,-0.543238429,-0.296829179,0.717561061,-0.933322248,-1.65283838,0.389349269,1.388368754,-5.840467224,-1.10881114,-0.804305691
40,301,2.54,0.10685771,190.4571429,0.315,30.11904762,70.47753304,0.370044053,0.370044053,0.259911894,CAPPFO,plant.40,0.076961041,0.005250525,1.076961041,0.162163168,1.816223701,-0.543238429,2.347305314,-0.278126752,-0.160891555,0.416018118,0.237587649,-0.305237673,-5.249427198,0.985100856,-0.865191826
41,301,2.54,0.10685771,431.7833333,0.223,70.43478261,116.6981982,0.27027027,0.310810811,0.418918919,SALAAU,plant.41,0.111225635,0.002315976,1.111225635,0.162163168,1.816223701,-0.543238429,1.195954998,0.730992238,0.840720121,-0.247317097,-0.295371556,1.048652198,-6.067923919,-1.914636072,-0.544370641
42,301,2.54,0.10685771,248.6916667,0.126,35.54054054,47.36984127,0.19047619,0.391534392,0.417989418,PARACH,plant.42,0.036367644,0.004021043,1.036367644,0.162163168,1.816223701,-0.543238429,-0.707034509,-0.081517212,-0.950006797,-0.986012641,0.410063243,1.04235188,-5.516213843,0.039939775,-1.258749229
43,301,2.54,0.10685771,338.9233333,0.188,24.96350365,44.01601732,0.12987013,0.296536797,0.573593074,CELAMO,plant.43,0.028170877,0.00295052,1.028170877,0.162163168,1.816223701,-0.543238429,0.62684867,-0.501138337,-1.095854382,-1.794582238,-0.439010595,1.939955909,-5.825773926,-1.05675624,-1.340086238
44,301,2.54,0.10685771,379.7666667,0.1905,88.57142857,108.5047619,0.285714286,0.333333333,0.380952381,PSEUIN,plant.44,0,0.002633196,1,0.162163168,1.816223701,-0.543238429,0.670883315,1.003156416,0.696134,-0.129998551,-0.081627155,0.779190093,-5.939557029,-1.459862338,-1.624656867
45,301,2.54,0.10685771,490.75,0.159666667,111.4285714,140.2142857,0.285714286,0.428571429,0.285714286,PSEUIN,plant.45,0.133531393,0.002037697,1.133531393,0.162163168,1.816223701,-0.543238429,0.082329832,1.275857891,1.205339766,-0.129998551,0.686213576,-0.036777936,-6.195934833,-2.368147973,-0.340793853
46,302,3.48,0.759793773,581.9833333,0.165666667,56.75,226.3268519,0.388888889,0.37037037,0.240740741,COLOTH,plant.46,0.313657559,0.001718262,1.313657559,1.927921914,2.4534634,0.051932304,0.205296099,0.474377766,2.156326796,0.520884349,0.240280725,-0.522565067,-6.36644181,-2.972212897,1.169848879
47,302,3.48,0.759793773,270.1833333,0.156666667,47.85714286,138.2333333,0.511627907,0.244186047,0.244186047,PLATLA,plant.47,0.09531018,0.003701191,1.09531018,1.927921914,2.4534634,0.051932304,0.019102716,0.271925132,1.177079208,1.099992234,-1.032474602,-0.482260963,-5.599100741,-0.253707668,-0.692139162
48,302,3.48,0.759793773,290.6,0.120333333,36.22222222,112.0226757,0.385487528,0.204081633,0.410430839,LITSSA,plant.48,0.223143551,0.003441156,1.223143551,1.927921914,2.4534634,0.051932304,-0.860423854,-0.058949399,0.759506712,0.502337898,-1.580626858,0.99059217,-5.671947751,-0.511787714,0.438574943
49,302,3.48,0.759793773,267.4888889,0.117,31.97916667,154.5231218,0.577680525,0.210065646,0.212253829,LITSSA,plant.49,0.693147181,0.003738473,1.693147181,1.927921914,2.4534634,0.051932304,-0.954064107,-0.206942239,1.398338064,1.356340108,-1.492328697,-0.879768967,-5.589078029,-0.218200087,3.769308241
50,302,3.48,0.759793773,292.1694444,0.136666667,21.38297872,85.8939124,0.293986637,0.418708241,0.287305122,PARACH,plant.50,0.146603474,0.003422671,1.146603474,1.927921914,2.4534634,0.051932304,-0.436154639,-0.685041895,0.232007375,-0.069740946,0.615076852,-0.021029133,-5.677333923,-0.530869795,-0.223343245
51,302,3.48,0.759793773,342.75,0.202,147.7777778,85.6875,0.25,0.375,0.375,PARACH,plant.51,0.064538521,0.002917578,1.064538521,1.927921914,2.4534634,0.051932304,0.866270716,1.611220494,0.227228688,-0.41190876,0.278235241,0.734522186,-5.837001318,-1.096532939,-0.984031897
52,303,1.5,-0.985347664,202.9818182,0.198,10.09411765,66.40297398,0.327137546,0.394981413,0.277881041,SAPRTE,plant.52,0.120627988,0.00492655,1.120627988,2.950070985,1.626724028,-0.692708094,0.799601011,-1.576697262,-0.279171257,0.155832155,0.436844007,-0.11562629,-5.31311641,0.759465652,-0.458064891
53,303,1.5,-0.985347664,337.3666667,0.259666667,28.60465116,87.37553957,0.258992806,0.154676259,0.586330935,RHYNOB,plant.53,0.287682072,0.002964134,1.287682072,2.950070985,1.626724028,-0.692708094,1.703384499,-0.339406424,0.265975409,-0.337300623,-2.427512342,2.002254004,-5.821170371,-1.040447187,0.965276313
54,303,1.5,-0.985347664,385.3777778,0.215,116.1538462,150.8,0.391304348,0.282608696,0.326086957,PARACH,plant.54,0.30538165,0.002594856,1.30538165,2.950070985,1.626724028,-0.692708094,1.074174363,1.325191709,1.349897191,0.533956778,-0.585995146,0.338107927,-5.954224094,-1.511825021,1.105113534
55,303,1.5,-0.985347664,242.8181818,0.141333333,20.36809816,6.669163546,0.027465668,0.040699126,0.931835206,STERBR,plant.55,0,0.004118308,1,2.950070985,1.626724028,-0.692708094,-0.3242323,-0.742801838,-4.843844207,-5.074523916,-6.506726571,3.316256038,-5.49231294,0.124615526,-1.624656867
56,303,1.5,-0.985347664,327.053125,0.161,28.71428571,125.7896635,0.384615385,0.336538462,0.278846154,SAPRTE,plant.56,0.15415068,0.003057607,1.15415068,2.950070985,1.626724028,-0.692708094,0.110050352,-0.334862367,0.989721533,0.497556041,-0.052389613,-0.105792374,-5.790122619,-0.93045279,-0.156140987
57,303,1.5,-0.985347664,646.9666667,0.1325,71.36363636,123.231746,0.19047619,0.349206349,0.46031746,LITSSA,plant.57,0.182321557,0.001545675,1.182321557,2.950070985,1.626724028,-0.692708094,-0.539363329,0.746554621,0.948917038,-0.986012641,0.060505404,1.315947285,-6.472294773,-3.347223141,0.090876163
58,303,1.5,-0.985347664,350.7074074,0.167333333,19.79591837,106.9954802,0.305084746,0.319426336,0.375488918,MYCEGR,plant.58,0.105360516,0.00285138,1.105360516,2.950070985,1.626724028,-0.692708094,0.238663473,-0.776648723,0.668313013,0.008489808,-0.211832701,0.738217763,-5.859952279,-1.177841846,-0.598578161
59,304,1.54,-0.930773976,249.2555556,0.263666667,52.05882353,65.97941176,0.264705882,0.25,0.485294118,PITTKE,plant.59,0,0.004011947,1,2.170123582,0.70691783,-2.75567951,1.754341528,0.371887904,-0.291880842,-0.291236463,-0.960581903,1.465816666,-5.518478698,0.031916624,-1.624656867
60,304,1.54,-0.930773976,209.2478261,0.26,23.53333333,33.81288056,0.161592506,0.351288056,0.487119438,PITTKE,plant.60,0,0.004779022,1,2.170123582,0.70691783,-2.75567951,1.707660793,-0.57121836,-1.619626565,-1.333196712,0.078664739,1.476464931,-5.34351932,0.651755078,-1.624656867
61,304,1.54,-0.930773976,303.3333333,0.245,110,63.85964912,0.210526316,0.263157895,0.526315789,PITTKE,plant.61,0.064538521,0.003296703,1.064538521,2.170123582,0.70691783,-2.75567951,1.5095803,1.260530499,-0.356738811,-0.774717387,-0.803865548,1.695976127,-5.714832311,-0.663717444,-0.984031897
62,304,1.54,-0.930773976,270.6921569,0.181,12.5,78.88742857,0.291428571,0.4,0.308571429,SAPRTE,plant.62,0.055569851,0.003694233,1.055569851,2.170123582,0.70691783,-2.75567951,0.500364017,-1.322762304,0.063003405,-0.088191437,0.475419721,0.181510778,-5.600982223,-0.260374093,-1.070695929
63,304,1.54,-0.930773976,307.4947368,0.167333333,22.6,140.357958,0.456456456,0.3003003,0.243243243,SAPRTE,plant.63,0.139761942,0.003252088,1.139761942,2.170123582,0.70691783,-2.75567951,0.238663473,-0.619288473,1.207373862,0.859096303,-0.400478206,-0.493233339,-5.728457971,-0.711989752,-0.284645342
64,304,1.54,-0.930773976,160.972381,0.297333333,12.01072386,74.68478321,0.463960232,0.325600663,0.210439105,GARCCO,plant.64,0.021978907,0.006212246,1.021978907,2.170123582,0.70691783,-2.75567951,2.154906973,-1.370191912,-0.045729612,0.893520389,-0.153339052,-0.904123433,-5.081232804,1.58097315,-1.401960622
65,305,1.91,-0.484267385,150.25,0.2795,54.4,32.78181818,0.218181818,0.151515152,0.63030303,PITTKE,plant.65,0.143100844,0.006655574,1.143100844,1.453314909,2.21599552,-1.772887895,1.948732615,0.424141533,-1.681133328,-0.699309715,-2.490600135,2.207368697,-5.012300573,1.82518328,-0.254681983
66,305,1.91,-0.484267385,173.10625,0.245,42.65625,45.59176955,0.263374486,0.263374486,0.473251029,PITTKE,plant.66,0.03509132,0.005776799,1.03509132,1.453314909,2.21599552,-1.772887895,1.5095803,0.135266315,-1.02599418,-0.30188195,-0.801351932,1.394541454,-5.153905568,1.323511018,-1.271371891
67,305,1.91,-0.484267385,142.6777778,0.202333333,84.11764706,80.64396135,0.565217391,0.246376812,0.188405797,GARCLA,plant.67,0.125163143,0.0070088,1.125163143,1.453314909,2.21599552,-1.772887895,0.871766794,0.941871399,0.106742576,1.310293837,-1.005185596,-1.217818995,-4.960588786,2.008385721,-0.416694495
68,305,1.91,-0.484267385,188.9815789,0.25,31.17117117,56.25039164,0.297650131,0.289817232,0.412532637,PITTKE,plant.68,0.029852963,0.005291521,1.029852963,1.453314909,2.21599552,-1.772887895,1.576923482,-0.237340652,-0.608731465,-0.043595064,-0.50904057,1.005079945,-5.241649544,1.012655217,-1.323342045
69,305,1.91,-0.484267385,265.2089286,0.155,35.73033708,47.60160256,0.179487179,0.28525641,0.53525641,DERRTH,plant.69,0.062520357,0.003770612,1.062520357,1.453314909,2.21599552,-1.772887895,-0.016548691,-0.075190601,-0.940313051,-1.111466802,-0.557503814,1.743753114,-5.580517925,-0.187873778,-1.003469531
70,305,1.91,-0.484267385,349.7,0.132,86.36363636,87.425,0.25,0.458333333,0.291666667,PARACH,plant.70,0.139761942,0.002859594,1.139761942,1.453314909,2.21599552,-1.772887895,-0.551965893,0.973171811,0.267099387,-0.41190876,0.891344216,0.02170565,-5.857075644,-1.167650855,-0.284645342
71,305,1.91,-0.484267385,395.1133333,0.150333333,61.70731707,106.7873874,0.27027027,0.405405405,0.324324324,DRYPHO,plant.71,0.287682072,0.002530919,1.287682072,1.453314909,2.21599552,-1.772887895,-0.118450166,0.57385701,0.664446432,-0.247317097,0.516431058,0.322734693,-5.979172643,-1.600211699,0.965276313
72,401,4.25,1.174294897,256.33,0.116333333,11.32315522,95.54953405,0.372759857,0.354121864,0.27311828,PSEUIN,plant.72,0.117783036,0.003901221,1.117783036,-1.491070291,2.479300865,-1.017920021,-0.97311202,-1.440216217,0.443595993,0.431455854,0.103212671,-0.164661596,-5.546465677,-0.067234842,-0.484102533
73,401,4.25,1.174294897,174.6722222,0.288666667,39.6875,77.63209877,0.444444444,0.395061728,0.160493827,CAPPFO,plant.73,0.15415068,0.005725009,1.15415068,-1.491070291,2.479300865,-1.017920021,2.056301693,0.049577289,0.031143718,0.802794553,0.437465205,-1.672607421,-5.162911202,1.291606345,-0.156140987
74,401,4.25,1.174294897,302.6177778,0.116666667,13.61702128,54.62414761,0.180505415,0.440433213,0.379061372,PARACH,plant.74,0.021053409,0.003304499,1.021053409,-1.491070291,2.479300865,-1.017920021,-0.963574444,-1.221091379,-0.666999171,-1.099523802,0.76962751,0.765075662,-5.71247055,-0.655349466,-1.41124102
75,401,4.25,1.174294897,302.4414634,0.189,13.88349515,51.02921811,0.16872428,0.423868313,0.407407407,TREVPA,plant.75,0.060624622,0.003306425,1.060624622,-1.491070291,2.479300865,-1.017920021,0.644532394,-1.198070531,-0.80221191,-1.242018338,0.652499588,0.969620881,-5.711887749,-0.653285199,-1.021761666
76,402,2.58,0.139259626,286.5666667,0.135666667,17.93103448,36.22722853,0.126418152,0.4910859,0.382495948,PARACH,plant.76,0.081678031,0.003489589,1.081678031,0.964676605,-1.241806116,-0.115456664,-0.460634853,-0.894178554,-1.482643134,-1.85145744,1.102228106,0.790659389,-5.657971203,-0.462272337,-0.820425451
77,402,2.58,0.139259626,307.75625,0.157666667,70.57142857,130.7283186,0.424778761,0.309734513,0.265486726,ALPHMO,plant.77,0.223143551,0.003249325,1.223143551,0.964676605,-1.241806116,-0.115456664,0.040311955,0.733294489,1.066208499,0.707249269,-0.305970026,-0.245044187,-5.729308074,-0.715000987,0.438574943
78,402,2.58,0.139259626,241.65,0.123333333,30.6097561,115.992,0.48,0.234285714,0.285714286,CASTIN,plant.78,0.039220713,0.004138216,1.039220713,0.964676605,-1.241806116,-0.115456664,-0.778339358,-0.258929802,0.828664412,0.965273974,-1.158930532,-0.036777936,-5.487490398,0.141700047,-1.230588905
79,402,2.58,0.139259626,303.6892857,0.1305,64.87179487,115.9540909,0.381818182,0.354545455,0.263636364,POMEPI,plant.79,0.033901552,0.003292839,1.033901552,0.964676605,-1.241806116,-0.115456664,-0.590062012,0.63326221,0.828015181,0.482145822,0.106865153,-0.264881923,-5.716005092,-0.667872277,-1.283152552
80,402,2.58,0.139259626,240.1461538,0.124333333,15.15037594,20.05503212,0.083511777,0.595289079,0.321199143,PSEUIN,plant.80,0,0.004164131,1,0.964676605,-1.241806116,-0.115456664,-0.751420981,-1.094341431,-2.657117295,-2.726772675,1.690153407,0.29527113,-5.481247712,0.163816899,-1.624656867
81,403,1.98,-0.409628154,254.4458333,0.261666667,67.5,90.8735119,0.357142857,0.285714286,0.357142857,PITTKE,plant.81,0,0.00393011,1,3.429394867,-0.870610171,-0.666954299,1.728960385,0.680437526,0.343938273,0.341099992,-0.552603568,0.596136036,-5.539087978,-0.041096956,-1.624656867
82,403,1.98,-0.409628154,382,0.123,42.87234043,11.84496124,0.031007752,0.364341085,0.604651163,STIXSU,plant.82,0.024692613,0.002617801,1.024692613,3.429394867,-0.870610171,-0.666954299,-0.787360664,0.141268634,-3.702981302,-4.81843556,0.190134012,2.089521043,-5.945420609,-1.480635889,-1.374797404
83,403,1.98,-0.409628154,223.3904762,0.28,38.03738318,63.60949153,0.284745763,0.362711864,0.352542373,PITTKE,plant.83,0.228841572,0.004476467,1.228841572,3.429394867,-0.870610171,-0.666954299,1.95469039,-0.000867211,-0.364534456,-0.137167286,0.176441019,0.559362603,-5.408921255,0.420052268,0.486182217
84,403,1.98,-0.409628154,256.0764706,0.149,45.2238806,97.171875,0.379464286,0.299107143,0.321428571,PARACH,plant.84,0.121360857,0.003905083,1.121360857,3.429394867,-0.870610171,-0.666954299,-0.148146339,0.204698274,0.47703592,0.46909012,-0.41264174,0.297296374,-5.545476113,-0.063729435,-0.451368216
85,403,1.98,-0.409628154,247.885,0.244666667,31.61016949,73.99552239,0.298507463,0.352238806,0.349253731,PITTKE,plant.85,0.082238098,0.004034129,1.082238098,3.429394867,-0.870610171,-0.666954299,1.505042014,-0.220728217,-0.0641448,-0.03752287,0.086922639,0.532779898,-5.512964929,0.051450537,-0.815123131
