,Plot,perc.canopy.open,log.light,sla,mean.thick,ssl,lar1,lmf,smf,rmf,sp,Indiv,rgr.h,lma,new.rgr.h,Comp.1,Comp.2,Comp.3,log.mean.thick,log.ssl,log.lar1,log.lmf,log.smf,log.rmf,log.lma,scale.log.lma,log.rgr
194,705,2.6,0.155272682,431.6833333,0.1655,67.17948718,60.23488372,0.139534884,0.453488372,0.406976744,BACCRA,plant.194,0.068992871,0.002316513,1.068992871,0.617829156,1.383955541,2.331598578,0.201940909,0.674783749,-0.472801786,-1.643041652,0.858875272,0.966621038,-6.067692295,-1.913814716,-0.941260617
195,705,2.6,0.155272682,379.14,0.1805,68.71794872,89.20941176,0.235294118,0.458823529,0.305882353,BACCRA,plant.195,0.071458964,0.002637548,1.071458964,0.617829156,1.383955541,2.331598578,0.491143059,0.70167976,0.307230151,-0.539898882,0.894610169,0.156684765,-5.93790553,-1.454011896,-0.917657438
196,705,2.6,0.155272682,326.35,0.215,45.66037736,97.6829932,0.299319728,0.360544218,0.340136054,BACCRA,plant.196,0.036367644,0.003064195,1.036367644,0.617829156,1.383955541,2.331598578,1.074174363,0.21610838,0.48745559,-0.031785937,0.1581271,0.457749884,-5.787970425,-0.922827681,-1.258749229
197,705,2.6,0.155272682,266.5352941,0.226,28.84210526,62.28316151,0.233676976,0.367697595,0.39862543,PITTKE,plant.197,0.2135741,0.003751848,1.2135741,0.617829156,1.383955541,2.331598578,1.240499636,-0.329586445,-0.406385873,-0.554458877,0.218152241,0.90781254,-5.58550667,-0.205547906,0.358120439
198,706,6.01,1.892837136,230.8333333,0.172333333,58.4375,81.90860215,0.35483871,0.258064516,0.387096774,SYZYOB,plant.198,0.200670695,0.00433213,1.200670695,-0.021514014,1.590102586,0.446324588,0.33680719,0.509184514,0.13764731,0.327435283,-0.863580138,0.824572714,-5.441695949,0.303939126,0.248625643
199,706,6.01,1.892837136,164.9578947,0.284666667,10.17241379,51.24032698,0.310626703,0.316076294,0.373297003,PITTKE,plant.199,0.048790164,0.006062153,1.048790164,-0.021514014,1.590102586,0.446324588,2.009788742,-1.567519073,-0.794012103,0.046496063,-0.24404492,0.721612046,-5.105690258,1.494326172,-1.136697979
200,706,6.01,1.892837136,266.5315789,0.134666667,27.11538462,90.66163683,0.340153453,0.265984655,0.393861893,PARACH,plant.200,0.125163143,0.003751901,1.125163143,-0.021514014,1.590102586,0.446324588,-0.485296179,-0.402918812,0.339302072,0.23820265,-0.771221494,0.873714235,-5.585492732,-0.20549786,-0.416694495
201,706,6.01,1.892837136,294.1,0.106,176.6666667,147.05,0.5,0.25,0.25,DICHGE,plant.201,0.09531018,0.003400204,1.09531018,-0.021514014,1.590102586,0.446324588,-1.283184271,1.823318285,1.29988228,1.051456981,-0.960581903,-0.415520161,-5.683919846,-0.554201733,-0.692139162
202,706,6.01,1.892837136,302.6714286,0.124666667,76.66666667,125.8633663,0.415841584,0.267326733,0.316831683,PSEUIN,plant.202,0.139761942,0.003303913,1.139761942,-0.021514014,1.590102586,0.446324588,-0.742496262,0.831698477,0.990884921,0.662356722,-0.755844143,0.256439609,-5.712647823,-0.655977773,-0.284645342
203,706,6.01,1.892837136,258.1130435,0.126,10.5,65.04243028,0.251992032,0.523904382,0.224103586,PARACH,plant.203,0.105360516,0.003874271,1.105360516,-0.021514014,1.590102586,0.446324588,-0.707034509,-1.529869095,-0.320288642,-0.395153191,1.299875793,-0.7256826,-5.553397642,-0.091793476,-0.598578161
204,706,6.01,1.892837136,262.9333333,0.157666667,53.55555556,87.64444444,0.333333333,0.375,0.291666667,DRYPHO,plant.204,0.044451763,0.003803245,1.044451763,-0.021514014,1.590102586,0.446324588,0.040311955,0.405557975,0.272078562,0.195442896,0.278235241,0.02170565,-5.571900514,-0.157344667,-1.179157707
205,801,3.2,0.585850378,278.15,0.156666667,46.59090909,44.504,0.16,0.47,0.37,DIOSXI,plant.205,0,0.003595182,1,3.07987259,-3.072547963,-0.468224558,0.019102716,0.240072828,-1.073956092,-1.35410585,0.968142133,0.696449757,-5.628160537,-0.356660392,-1.624656867
206,801,3.2,0.585850378,311.8944444,0.153,17.38636364,84.70117869,0.271570014,0.45261669,0.275813296,DRYPHO,plant.206,0.085157808,0.003206213,1.085157808,3.07987259,-3.072547963,-0.468224558,-0.059839873,-0.930820101,0.204234111,-0.237188605,0.852996815,-0.136810841,-5.742664811,-0.76232088,-0.787525739
207,801,3.2,0.585850378,198.2633333,0.268666667,37.23404255,71.83454106,0.362318841,0.34057971,0.297101449,CAPPFO,plant.207,0.171850257,0.005043797,1.171850257,3.07987259,-3.072547963,-0.468224558,1.816961544,-0.026223169,-0.123012711,0.371477361,-0.015919265,0.07407058,-5.289596113,0.842792135,-0.000247597
208,802,1.83,-0.572994522,241.65,0.201666667,29.84848485,30.26931106,0.12526096,0.137787056,0.736951983,DIOSHA,plant.208,0.182321557,0.004138216,1.182321557,2.70206175,-5.41344656,0.043681502,0.86076556,-0.288845616,-1.839508592,-1.870871605,-2.780780863,2.650753235,-5.487490398,0.141700047,0.090876163
209,802,1.83,-0.572994522,252.485,0.224,88.0952381,51.00707071,0.202020202,0.212121212,0.585858586,PITTKE,plant.209,0.117783036,0.003960631,1.117783036,2.70206175,-5.41344656,0.043681502,1.210869448,0.996752862,-0.803074116,-0.861789132,-1.462576855,1.999968113,-5.531351841,-0.013690384,-0.484102533
210,802,1.83,-0.572994522,164.3132075,0.2085,34.73684211,67.07522465,0.408215661,0.048780488,0.543003851,DIOSHA,plant.210,0,0.006085938,1,2.70206175,-5.41344656,0.043681502,0.971843154,-0.108687261,-0.259164925,0.623281195,-5.953339268,1.784512956,-5.101774408,1.508199072,-1.624656867
211,802,1.83,-0.572994522,173.3655172,0.2015,27.71428571,32.43612903,0.187096774,0.056451613,0.756451613,DIOSHA,plant.211,0.064538521,0.00576816,1.064538521,2.70206175,-5.41344656,0.043681502,0.858009561,-0.376968016,-1.702188829,-1.023805503,-5.507102254,2.724826963,-5.155402182,1.318208981,-0.984031897
212,802,1.83,-0.572994522,381.8,0.098,300,84.84444444,0.222222222,0.444444444,0.333333333,ACACPE,plant.212,0.074107972,0.002619172,1.074107972,2.70206175,-5.41344656,0.043681502,-1.544759524,2.452309354,0.207590705,-0.660571188,0.797327597,0.400447867,-5.944896911,-1.478780954,-0.892364007
213,803,3.33,0.668427433,334.8571429,0.104,60,133.9428571,0.4,0.235714286,0.364285714,PSEUIN,plant.213,0.271933715,0.002986348,1.271933715,1.187659108,-4.046539951,0.084907482,-1.346679031,0.540528191,1.114456156,0.580358436,-1.140357221,0.652303285,-5.813704002,-1.013995815,0.839229384
214,803,3.33,0.668427433,323.75,0.089,107.0588235,146.6037736,0.452830189,0.320754717,0.226415094,ACACPE,plant.214,0.171850257,0.003088803,1.171850257,1.187659108,-4.046539951,0.084907482,-1.865867151,1.228337297,1.29384609,0.842257211,-0.199153141,-0.696576987,-5.779971613,-0.894490057,-0.000247597
215,803,3.33,0.668427433,419.4666667,0.186333333,134.5454545,101.6888889,0.242424242,0.333333333,0.424242424,PSEUIN,plant.215,0.111225635,0.00238398,1.111225635,1.187659108,-4.046539951,0.084907482,0.597165706,1.499790592,0.567280248,-0.476873597,-0.081627155,1.084468694,-6.038984063,-1.812108057,-0.544370641
216,803,3.33,0.668427433,324.775,0.09,152.5,96.22962963,0.296296296,0.444444444,0.259259259,ACACPE,plant.216,0.182321557,0.003079055,1.182321557,1.187659108,-4.046539951,0.084907482,-1.828622359,1.648584461,0.457682822,-0.05321953,0.797327597,-0.312368672,-5.783132635,-0.905688383,0.090876163
217,803,3.33,0.668427433,307.6125,0.2075,101.1111111,136.7166667,0.444444444,0.2,0.355555556,KNEMFU,plant.217,0,0.003250843,1,1.187659108,-4.046539951,0.084907482,0.955817286,1.160441308,1.155167123,0.802794553,-1.642352175,0.583501929,-5.728840874,-0.713346289,-1.624656867
218,803,3.33,0.668427433,268.5212121,0.107666667,28.59649123,119.2501035,0.444099379,0.211180124,0.344720497,PSEUIN,plant.218,0.271933715,0.003724101,1.271933715,1.187659108,-4.046539951,0.084907482,-1.231180489,-0.339745327,0.883684399,0.801154796,-1.476162023,0.495723661,-5.592929913,-0.231845939,0.839229384
219,803,3.33,0.668427433,242.7333333,0.107,245.7142857,99.3,0.409090909,0.318181818,0.272727273,ACACPE,plant.219,0.207639365,0.004119747,1.207639365,1.187659108,-4.046539951,0.084907482,-1.251884753,2.215197706,0.52006446,0.627802915,-0.223759711,-0.168725142,-5.491963447,0.125853205,0.307905211
220,803,3.33,0.668427433,265.44,0.108,97.39130435,108.7868852,0.409836066,0.37704918,0.213114754,ACACPE,plant.220,0.087011377,0.00376733,1.087011377,1.187659108,-4.046539951,0.084907482,-1.220876398,1.115916775,0.701291498,0.63164494,0.29488541,-0.868287673,-5.581388826,-0.190958793,-0.770044125
221,803,3.33,0.668427433,339.4166667,0.096,19.9270073,116.3714286,0.342857143,0.305357143,0.351785714,CELTTI,plant.221,0.200670695,0.002946231,1.200670695,1.187659108,-4.046539951,0.084907482,-1.613491322,-0.768808646,0.83515084,0.254916986,-0.349457529,0.553268417,-5.827228458,-1.06190989,0.248625643
222,804,1.95,-0.441288013,320.9666667,0.159333333,140,131.6786325,0.41025641,0.358974359,0.230769231,GARCLA,plant.222,0.211309094,0.003115588,1.211309094,-3.212318146,-1.790420694,0.579372214,0.075363516,1.546996397,1.080594382,0.63380915,0.144794863,-0.642549567,-5.771337276,-0.863900953,0.338984711
223,805,2.4,-0.010710317,287.5212121,0.145666667,23.98550725,65.37950043,0.227390181,0.188630491,0.583979328,STIXSU,plant.223,0.405465108,0.003478004,1.405465108,-3.443145282,-2.259554816,-0.56075349,-0.223565253,-0.548611162,-0.310022352,-0.612035932,-1.821170696,1.990855321,-5.661296639,-0.47405342,1.861808929
224,805,2.4,-0.010710317,204.6521739,0.2085,21.91709845,43.74535316,0.213754647,0.358736059,0.427509294,PITTKE,plant.224,0.161268148,0.004886339,1.161268148,-3.443145282,-2.259554816,-0.56075349,0.971843154,-0.655735262,-1.108105384,-0.742588898,0.142765973,1.10622631,-5.321311825,0.730430641,-0.093166643
225,805,2.4,-0.010710317,380.875,0.093,97,136.4328358,0.358208955,0.298507463,0.343283582,HARPCU,plant.225,0.318453731,0.002625533,1.318453731,-3.443145282,-2.259554816,-0.56075349,-1.719321612,1.111134524,1.151039479,0.347392665,-0.418773458,0.483876043,-5.942471237,-1.470187334,1.20717882
226,805,2.4,-0.010710317,208.2409091,0.242333333,13.62903226,74.85784314,0.359477124,0.405228758,0.235294118,HORSTE,plant.226,0.117783036,0.00480213,1.117783036,-3.443145282,-2.259554816,-0.56075349,1.473099777,-1.220044085,-0.041132611,0.354853724,0.515099485,-0.587473011,-5.338695626,0.668844093,-0.484102533
227,805,2.4,-0.010710317,336.25,0.216,136.9230769,46.37931034,0.137931034,0.448275862,0.413793103,PARACH,plant.227,0,0.002973978,1,-3.443145282,-2.259554816,-0.56075349,1.089642484,1.520598501,-0.991978804,-1.667448762,0.823553503,1.013733021,-5.817854931,-1.028701047,-1.624656867
228,806,1.31,-1.26620274,274.9,0.175333333,46.53061224,78.54285714,0.285714286,0.35,0.364285714,PSEUIN,plant.228,0.328504067,0.003637686,1.328504067,-3.593393732,-1.684470324,-0.610746721,0.394335688,0.238534536,0.054309106,-0.129998551,0.067441389,0.652303285,-5.616407395,-0.315021819,1.284964914
229,806,1.31,-1.26620274,272.4133333,0.151666667,54.07407407,117.2640177,0.430463576,0.178807947,0.390728477,MILISI,plant.229,0.171850257,0.003670892,1.171850257,-3.593393732,-1.684470324,-0.610746721,-0.089016193,0.417003342,0.850326858,0.735315944,-1.984561119,0.851059044,-5.607320521,-0.282829057,-0.000247597
230,806,1.31,-1.26620274,183.5833333,0.139,12.84883721,70.53630646,0.384219554,0.295025729,0.320754717,ROURMI,plant.230,0.108213585,0.005447118,1.108213585,-3.593393732,-1.684470324,-0.610746721,-0.379723749,-1.290066944,-0.159235929,0.495382168,-0.454619341,0.291343903,-5.212668697,1.11532767,-0.572173247
231,806,1.31,-1.26620274,298.6533333,0.120666667,13.25503356,47.55626327,0.159235669,0.470063694,0.370700637,STRYWA,plant.231,0.262364264,0.003348364,1.262364264,-3.593393732,-1.684470324,-0.610746721,-0.851202877,-1.253096036,-0.942205713,-1.364215318,0.968556156,0.701815635,-5.69928348,-0.608631124,0.761872721
232,806,1.31,-1.26620274,305.3111111,0.105666667,65.17241379,130.847619,0.428571429,0.258928571,0.3125,DICHGE,plant.232,0.236388778,0.003275348,1.236388778,-3.593393732,-1.684470324,-0.610746721,-1.293683085,0.638754077,1.068020202,0.726015533,-0.853367433,0.217393814,-5.721331293,-0.686740966,0.548900819
233,806,1.31,-1.26620274,261.4888889,0.133,130.7692308,73.54375,0.28125,0.40625,0.3125,PARACH,plant.233,0.105360516,0.003824254,1.105360516,-3.593393732,-1.684470324,-0.610746721,-0.526808233,1.46597479,-0.076308236,-0.163246334,0.522789646,0.217393814,-5.566391793,-0.137828438,-0.598578161
234,807,2.38,-0.028063393,263.35,0.131,25.69506726,17.60360963,0.06684492,0.298128342,0.635026738,FICUSU,plant.234,0.172842813,0.003797228,1.172842813,0.554642981,-0.92468135,3.321536362,-0.577314867,-0.466828133,-2.916064344,-3.196749762,-0.422656323,2.22854605,-5.573483946,-0.162953997,0.008424725
235,807,2.38,-0.028063393,292.962,0.112,23.02083333,166.036398,0.56675063,0.241813602,0.191435768,AGLAAB,plant.235,0.114410351,0.003413412,1.114410351,0.554642981,-0.92468135,3.321536362,-1.099649434,-0.597372883,1.541069612,1.316013012,-1.062304198,-1.172567228,-5.680042908,-0.540466643,-0.515056094
236,807,2.38,-0.028063393,274.8478261,0.124,22.85087719,85.0426009,0.30941704,0.511210762,0.179372197,HARPCU,plant.236,0.09531018,0.003638377,1.09531018,0.554642981,-0.92468135,3.321536362,-0.760369633,-0.606175014,0.212224012,0.038258475,1.224937755,-1.357183707,-5.616217585,-0.314348915,-0.692139162
237,807,2.38,-0.028063393,496.75,0.151,72.69230769,51.38793103,0.103448276,0.448275862,0.448275862,PSEUIN,plant.237,0.057158414,0.002013085,1.057158414,0.554642981,-0.92468135,3.321536362,-0.103700692,0.768467157,-0.788298968,-2.27480041,0.823553503,1.240762432,-6.208086881,-2.411199142,-1.055292153
238,807,2.38,-0.028063393,394.35,0.1845,132.7272727,71.7,0.181818182,0.333333333,0.484848485,HARPCU,plant.238,0,0.002535818,1,0.554642981,-0.92468135,3.321536362,0.564206239,1.483629031,-0.126736126,-1.084225249,-0.081627155,1.463210919,-5.97723884,-1.593360749,-1.624656867
239,807,2.38,-0.028063393,212.8,0.155333333,18.56603774,85.49008696,0.40173913,0.317391304,0.280869565,SYZYOB,plant.239,0.360002734,0.004699248,1.360002734,0.554642981,-0.92468135,3.321536362,-0.009387849,-0.85283996,0.222647564,0.589517626,-0.231359963,-0.085285058,-5.360352757,0.592118307,1.524995854
240,807,2.38,-0.028063393,383.2866667,0.142333333,42.23684211,109.5104762,0.285714286,0.39047619,0.323809524,ALPHMO,plant.240,0.200670695,0.002609013,1.200670695,0.554642981,-0.92468135,3.321536362,-0.300730152,0.12352919,0.714458568,-0.129998551,0.401794491,0.318228972,-5.948783186,-1.492548994,0.248625643
241,808,4.36,1.227283808,176.5930556,0.2275,15.43071161,52.01468182,0.294545455,0.242727273,0.462727273,GARCCO,plant.241,0,0.005662737,1,1.755005962,-0.667742557,2.483693155,1.262550703,-1.072562752,-0.764221457,-0.065731746,-1.050781779,1.330757178,-5.173847965,1.252859982,-1.624656867
242,808,4.36,1.227283808,318.6333333,0.096333333,38.03278689,100.0360465,0.313953488,0.389534884,0.296511628,PSEUIN,plant.242,0.223143551,0.003138404,1.223143551,1.755005962,-0.667742557,2.483693155,-1.601937166,-0.001010756,0.534732236,0.068986508,0.394420307,0.068434109,-5.764041016,-0.838051243,0.438574943
243,808,4.36,1.227283808,271.54,0.185,57.24137931,94.72325581,0.348837209,0.348837209,0.302325581,PSEUIN,plant.243,0.162518929,0.003682699,1.162518929,1.755005962,-0.667742557,2.483693155,0.573227554,0.484618746,0.426345749,0.291422628,0.057273992,0.123510659,-5.604109458,-0.271452469,-0.082139798
244,808,4.36,1.227283808,240.2225806,0.255,33.5,30.9,0.128630705,0.414937759,0.456431535,PITTKE,plant.244,0.029852963,0.004162806,1.029852963,1.755005962,-0.667742557,2.483693155,1.642933048,-0.151753492,-1.798550482,-1.814827297,0.587439153,1.291901613,-5.481565913,0.162689436,-1.323342045
245,809,3.59,0.82432652,332.3222222,0.122,21.7037037,76.42253194,0.229965157,0.273519164,0.496515679,ALPHMO,plant.245,0.236388778,0.003009128,1.236388778,1.29191459,-1.177620445,1.76761508,-0.814572033,-0.667357439,-4.57E-05,-0.588263072,-0.685877613,1.530655495,-5.806105047,-0.987074038,0.548900819
246,809,3.59,0.82432652,315.17,0.113,33.78947368,73.63785047,0.23364486,0.443925234,0.322429907,HARPCU,plant.246,0.089612159,0.003172891,1.089612159,1.29191459,-1.177620445,1.76761508,-1.070019246,-0.141533311,-0.073768543,-0.554749054,0.793756241,0.306118639,-5.753112176,-0.79933325,-0.745565492
247,809,3.59,0.82432652,350.1433333,0.087333333,25.98639456,75.66948265,0.21611002,0.31237721,0.47151277,PSEUIN,plant.247,0.125163143,0.002855973,1.125163143,1.29191459,-1.177620445,1.76761508,-1.928881783,-0.453436148,-0.019713821,-0.719452821,-0.28001238,1.3841043,-5.858342594,-1.172139765,-0.416694495
248,809,3.59,0.82432652,283.0442308,0.167666667,30,101.0872253,0.357142857,0.222527473,0.42032967,MAESIN,plant.248,0.241162057,0.003533017,1.241162057,1.29191459,-1.177620445,1.76761508,0.245297068,-0.28283114,0.55549385,0.341099992,-1.31625033,1.058187853,-5.645603178,-0.418454732,0.588370272
249,809,3.59,0.82432652,245.8571429,0.108,27.23214286,32.59469697,0.132575758,0.424242424,0.443181818,HARPCU,plant.249,0,0.004067403,1,1.29191459,-1.177620445,1.76761508,-1.220876398,-0.397814909,-1.692502932,-1.75105099,0.65519504,1.20834661,-5.504750647,0.080551802,-1.624656867
250,809,3.59,0.82432652,292.462069,0.1615,29.57746479,77.02583249,0.263370333,0.143289606,0.593340061,MAESIN,plant.250,0.09531018,0.003419247,1.09531018,1.29191459,-1.177620445,1.76761508,0.120386404,-0.29968045,0.015572007,-0.301915241,-2.661140309,2.035959321,-5.67833498,-0.534415703,-0.692139162
251,809,3.59,0.82432652,264.0533333,0.115666667,39.53488372,61.61244444,0.233333333,0.286666667,0.48,DICHGE,plant.251,0.133531393,0.003787114,1.133531393,1.29191459,-1.177620445,1.76761508,-0.992269377,0.045000642,-0.427890434,-0.557565858,-0.542436174,1.434704614,-5.576151103,-0.172402802,-0.340793853
252,810,4.3,1.198548746,336.7909091,0.163333333,6.711509716,26.31594317,0.078137332,0.528018942,0.393843725,HETEFR,plant.252,0.112477983,0.002969201,1.112477983,0.224701569,0.654396696,1.321441582,0.15801339,-2.061495825,-2.117489501,-2.867208473,1.323777298,0.873583398,-5.81946229,-1.034396235,-0.532833067
253,810,4.3,1.198548746,301.8533333,0.146333333,51.47058824,152.8371308,0.506329114,0.215189873,0.278481013,MYCEGR,plant.253,0.223143551,0.003312867,1.223143551,0.224701569,0.654396696,1.321441582,-0.208344355,0.358389391,1.376548186,1.078013187,-1.418693893,-0.109508931,-5.709941248,-0.646389459,0.438574943
254,810,4.3,1.198548746,236.75,0.208,113,35.07407407,0.148148148,0.37037037,0.481481481,CASTIN,plant.254,0,0.004223865,1,0.224701569,0.654396696,1.321441582,0.963839851,1.29249269,-1.546892785,-1.516585271,0.240280725,1.443445307,-5.467004732,0.214276324,-1.624656867
255,810,4.3,1.198548746,215.8041667,0.119,45.65217391,103.4566792,0.479400749,0.172284644,0.348314607,LINDME,plant.255,0.223143551,0.004633831,1.223143551,0.224701569,0.654396696,1.321441582,-0.897564888,0.215894947,0.601511457,0.962636634,-2.098109144,0.525142828,-5.374371361,0.542454002,0.438574943
256,810,4.3,1.198548746,271.26,0.137666667,68.23529412,124.4311927,0.458715596,0.155963303,0.385321101,SLOATO,plant.256,0.336472237,0.0036865,1.336472237,0.224701569,0.654396696,1.321441582,-0.411852897,0.693307169,0.968155317,0.869519446,-2.402194725,0.811531988,-5.603077771,-0.267797791,1.346218688
257,810,4.3,1.198548746,397.65,0.154333333,128,176.7333333,0.444444444,0.277777778,0.277777778,LINDME,plant.257,0.336472237,0.002514774,1.336472237,0.224701569,0.654396696,1.321441582,-0.030916713,1.440550019,1.66507508,0.802794553,-0.638674021,-0.1166805,-5.985572221,-1.622883722,1.346218688
258,810,4.3,1.198548746,258.2644444,0.167666667,29.27835052,112.6972121,0.436363636,0.352727273,0.210909091,NOTHOB,plant.258,0.064538521,0.003872,1.064538521,0.224701569,0.654396696,1.321441582,0.245297068,-0.311754291,0.77143033,0.764056026,0.091156638,-0.897795901,-5.553984038,-0.09387076,-0.984031897
259,810,4.3,1.198548746,229.7813008,0.225333333,15.64102564,111.2094997,0.483979764,0.13153457,0.384485666,MAESPE,plant.259,0.064538521,0.004351964,1.064538521,0.224701569,0.654396696,1.321441582,1.230652137,-1.056482113,0.745036577,0.982706057,-2.922668075,0.805375664,-5.43712799,0.320122092,-0.984031897
260,901,2.51,0.082219632,232.74,0.216,205,52.89545455,0.227272727,0.272727273,0.5,PARACH,plant.260,0.064538521,0.00429664,1.064538521,2.8547893,-2.57344624,1.47677076,1.089642484,2.000006299,-0.730871176,-0.613126708,-0.694736126,1.550490218,-5.449921951,0.274796336,-0.984031897
261,901,2.51,0.082219632,229.85,0.187,60.45454545,115.8907563,0.504201681,0.18487395,0.31092437,DYSODE,plant.261,0.162518929,0.004350663,1.162518929,2.8547893,-2.57344624,1.47677076,0.609070632,0.549493188,0.826930039,1.069123952,-1.882630437,0.203056701,-5.437426922,0.319062842,-0.082139798
262,902,3.31,0.655935344,340.4,0.205,125.4545455,75.64444444,0.222222222,0.407407407,0.37037037,PARACH,plant.262,0.068992871,0.00293772,1.068992871,-0.488586084,-2.032922035,1.13574921,0.915412256,1.416689834,-0.020371127,-0.660571188,0.531481823,0.699287527,-5.830121397,-1.072158935,-0.941260617
263,902,3.31,0.655935344,212.132,0.141,20.25,58.43856749,0.275482094,0.330578512,0.393939394,AMOOYU,plant.263,0.068992871,0.004714046,1.068992871,-0.488586084,-2.032922035,1.13574921,-0.332103309,-0.749709303,-0.532933735,-0.206992992,-0.106982479,0.874272296,-5.357208722,0.603256977,-0.941260617
264,902,3.31,0.655935344,200.6111111,0.149,69.2,44.03658537,0.219512195,0.304878049,0.475609756,PARACH,plant.264,0.048790164,0.004984769,1.048790164,-0.488586084,-2.032922035,1.13574921,-0.148146339,0.709983394,-1.094926498,-0.68647569,-0.354254944,1.40864299,-5.301368263,0.801086397,-1.136697979
265,902,3.31,0.655935344,261.18,0.255,63.10344828,38.40882353,0.147058824,0.426470588,0.426470588,PARACH,plant.265,0.090971778,0.003828777,1.090971778,-0.488586084,-2.032922035,1.13574921,1.642933048,0.600432804,-1.366500389,-1.532166075,0.671199786,1.099326525,-5.565209825,-0.133640843,-0.732791966
266,903,2.6,0.155272682,268.8,0.194,121.3333333,119.4666667,0.444444444,0.333333333,0.222222222,PSEUIN,plant.266,0.236388778,0.003720238,1.236388778,-0.751398434,-1.314666538,1.463107786,0.731570606,1.377013141,0.887288066,0.802794553,-0.081627155,-0.749594481,-5.593967609,-0.235522741,0.548900819
267,903,2.6,0.155272682,282.65,0.209,90.43478261,145.4816176,0.514705882,0.338235294,0.147058824,PSEUIN,plant.267,0.271933715,0.003537944,1.271933715,-0.751398434,-1.314666538,1.463107786,0.979827287,1.027887145,1.278584899,1.112655192,-0.037023455,-1.92056941,-5.644209383,-0.413517589,0.839229384
268,903,2.6,0.155272682,205.8827586,0.140666667,19.24050633,118.0627119,0.573446328,0.264124294,0.162429379,PSEUIN,plant.268,0.125163143,0.004857133,1.125163143,-0.751398434,-1.314666538,1.463107786,-0.339992948,-0.810452755,0.863808842,1.340808827,-0.792666076,-1.638605682,-5.327306874,0.709191781,-0.416694495
269,903,2.6,0.155272682,138.2666667,0.286333333,8.536585366,48.32026367,0.349471531,0.547221275,0.103307194,GARCCO,plant.269,0.09531018,0.007232401,1.09531018,-0.751398434,-1.314666538,1.463107786,2.029248066,-1.775772206,-0.910551365,0.295258109,1.4329159,-2.922158569,-4.929184188,2.119644525,-0.692139162
270,903,2.6,0.155272682,237.4777778,0.251,21.2568306,77.14246285,0.324840764,0.447983015,0.227176221,PARACH,plant.270,0.051293294,0.00421092,1.051293294,-0.751398434,-1.314666538,1.463107786,1.590230382,-0.692070364,0.018577111,0.140957536,0.821556903,-0.687058166,-5.470074052,0.203402058,-1.112279794
271,903,2.6,0.155272682,223.1166667,0.239,50,122.6290076,0.549618321,0.27480916,0.175572519,LITSPA,plant.271,0.194156014,0.00448196,1.194156014,-0.751398434,-1.314666538,1.463107786,1.426930426,0.323956359,0.939178732,1.251209333,-0.671501807,-1.41791227,-5.407694804,0.424396865,0.192895976
272,903,2.6,0.155272682,283.62,0.145,31.85185185,126.3653465,0.445544554,0.267326733,0.287128713,CAPPFO,plant.272,0.125163143,0.003525844,1.125163143,-0.751398434,-1.314666538,1.463107786,-0.238855994,-0.211680748,0.998790534,0.808013816,-0.755844143,-0.022771225,-5.647635314,-0.425654822,-0.416694495
273,903,2.6,0.155272682,172.2875,0.302,43.87096774,48.08023256,0.279069767,0.360465116,0.360465116,CAPPFO,plant.273,0.143100844,0.005804252,1.143100844,-0.751398434,-1.314666538,1.463107786,2.20681819,0.168620099,-0.920442179,-0.179675919,0.157456706,0.622398754,-5.149164593,1.340307341,-0.254681983
274,903,2.6,0.155272682,270.98,0.128333333,23.98809524,66.25427873,0.244498778,0.415647922,0.339853301,PSEUIN,plant.274,0.102654154,0.003690309,1.102654154,-0.751398434,-1.314666538,1.463107786,-0.645869974,-0.548483002,-0.28362381,-0.45888403,0.592663806,0.455391061,-5.602045017,-0.264139198,-0.623688379
275,903,2.6,0.155272682,275.5833333,0.121666667,31.55172414,102.0679012,0.37037037,0.37654321,0.25308642,PSEUIN,plant.275,0.15415068,0.003628666,1.15415068,-0.751398434,-1.314666538,1.463107786,-0.823692068,-0.222926527,0.57466923,0.417879015,0.290782689,-0.38071784,-5.618890063,-0.323817347,-0.156140987
276,903,2.6,0.155272682,658.9666667,0.221666667,172.8571429,188.2761905,0.285714286,0.5,0.214285714,PTERME,plant.276,0.470003629,0.001517527,1.470003629,-0.751398434,-1.314666538,1.463107786,1.175964693,1.797423932,1.79073502,-0.129998551,1.157189992,-0.852745974,-6.490672952,-3.412334341,2.321694324
277,903,2.6,0.155272682,307.0333333,0.12,110.5555556,115.1375,0.375,0.375,0.25,ACACPE,plant.277,0.211309094,0.003256975,1.211309094,-0.751398434,-1.314666538,1.463107786,-0.869670381,1.266514675,0.813978479,0.444105323,0.278235241,-0.415520161,-5.726956319,-0.706669949,0.338984711
278,903,2.6,0.155272682,218.8,0.114,102.6315789,18.75428571,0.085714286,0.542857143,0.371428571,ACACPE,plant.278,0.162518929,0.004570384,1.162518929,-0.751398434,-1.314666538,1.463107786,-1.040650121,1.178170837,-2.790304411,-2.67181449,1.408451973,0.707379838,-5.388158071,0.493610951,-0.082139798
279,903,2.6,0.155272682,201.05,0.131,41.96969697,4.543502825,0.02259887,0.372881356,0.604519774,ACACPE,plant.279,0.207639365,0.004973887,1.207639365,-0.751398434,-1.314666538,1.463107786,-0.577314867,0.115992219,-5.606122483,-5.486283931,0.260924719,2.088904644,-5.303553633,0.793343923,0.307905211
